state_name,date_local,aqi_o3
Kentucky,2021-02-22,41.166666666666671
Maryland,2021-02-22,35.166666666666671
Michigan,2021-02-22,43.749999999999993
New York,2021-02-22,37.321428571428584
Louisiana,2021-02-22,40.666666666666664
Wisconsin,2021-02-22,44.6
California,2021-02-22,34.567901234567913
Connecticut,2021-02-22,35.5
Mississippi,2021-02-22,39.5
North Dakota,2021-02-22,35.875
Pennsylvania,2021-02-22,36.499999999999993
District Of Columbia,2021-02-22,28.0
Maine,2021-02-22,40.272727272727266
Nevada,2021-02-22,35.35
Illinois,2021-02-22,41.8
Missouri,2021-02-22,35.0
Minnesota,2021-02-22,34.0
Tennessee,2021-02-22,39.0
Massachusetts,2021-02-22,35.666666666666664
Puerto Rico,2021-02-23,23.0
Ohio,2021-02-23,40.166666666666664
Texas,2021-02-23,43.821917808219176
Kansas,2021-02-23,38.375
Illinois,2021-02-23,38.4
Kentucky,2021-02-23,41.666666666666664
Maryland,2021-02-23,38.833333333333336
Michigan,2021-02-23,38.55555555555555
New York,2021-02-23,37.296296296296305
Oklahoma,2021-02-23,47.999999999999993
Tennessee,2021-02-23,42.166666666666664
New Jersey,2021-02-23,33.749999999999993
Washington,2021-02-23,37.0
Connecticut,2021-02-23,34.25
Mississippi,2021-02-23,45.0
New Hampshire,2021-02-23,42.428571428571431
North Carolina,2021-02-23,39.714285714285715
South Carolina,2021-02-23,39.833333333333329
Alaska,2021-02-23,27.5
Hawaii,2021-02-23,32.0
Idaho,2021-02-23,40.333333333333336
Rhode Island,2021-02-23,39.0
District Of Columbia,2021-02-23,36.333333333333336
Iowa,2021-02-23,42.5
Florida,2021-02-23,40.77586206896553
Indiana,2021-02-23,38.025641025641022
Wyoming,2021-02-23,44.041666666666657
Arkansas,2021-02-23,49.125
Colorado,2021-02-23,42.542857142857159
Missouri,2021-02-23,31.5
Louisiana,2021-02-23,44.714285714285715
Minnesota,2021-02-23,32.666666666666664
Wisconsin,2021-02-23,39.0
New Mexico,2021-02-23,37.25
Massachusetts,2021-02-23,39.8
Delaware,2021-02-23,33.5
Nebraska,2021-02-23,29.0
Vermont,2021-02-23,44.0
Utah,2021-02-23,40.333333333333329
Maine,2021-02-23,41.454545454545453
Nevada,2021-02-23,38.100000000000009
Oregon,2021-02-23,26.0
Alabama,2021-02-23,43.5
Arizona,2021-02-23,39.095238095238095
Georgia,2021-02-23,42.0
Montana,2021-02-23,39.875
Virginia,2021-02-23,39.222222222222221
California,2021-02-23,37.191358024691382
North Dakota,2021-02-23,33.25
Pennsylvania,2021-02-23,36.083333333333329
South Dakota,2021-02-23,35.428571428571431
West Virginia,2021-02-23,40.0
Alaska,2021-02-24,30.0
Rhode Island,2021-02-24,43.0
Ohio,2021-02-24,44.833333333333336
Texas,2021-02-24,33.904109589041106
Oregon,2021-02-24,21.5
Alabama,2021-02-24,46.5
Florida,2021-02-24,42.327586206896541
Georgia,2021-02-24,50.0
Indiana,2021-02-24,39.589743589743591
Montana,2021-02-24,38.5
Wyoming,2021-02-24,41.458333333333329
Colorado,2021-02-24,41.970588235294109
Maryland,2021-02-24,44.666666666666664
New York,2021-02-24,43.464285714285715
Minnesota,2021-02-24,36.0
Wisconsin,2021-02-24,36.571428571428569
Connecticut,2021-02-24,35.0
North Dakota,2021-02-24,32.888888888888886
New Hampshire,2021-02-24,40.714285714285708
West Virginia,2021-02-24,46.333333333333336
Nebraska,2021-02-24,34.0
District Of Columbia,2021-02-24,41.333333333333336
Iowa,2021-02-24,39.0
Kansas,2021-02-24,33.0
Illinois,2021-02-24,36.4
Michigan,2021-02-24,38.535714285714292
Louisiana,2021-02-24,36.61904761904762
Tennessee,2021-02-24,50.333333333333329
California,2021-02-24,41.129629629629626
New Mexico,2021-02-24,38.800000000000004
Washington,2021-02-24,35.25
Mississippi,2021-02-24,41.5
Pennsylvania,2021-02-24,42.288461538461554
South Dakota,2021-02-24,37.428571428571431
Massachusetts,2021-02-24,40.466666666666676
South Carolina,2021-02-24,50.999999999999993
Delaware,2021-02-24,40.833333333333336
Hawaii,2021-02-24,31.0
Idaho,2021-02-24,37.333333333333336
Vermont,2021-02-24,44.666666666666664
Puerto Rico,2021-02-24,22.0
Utah,2021-02-24,39.925925925925931
Maine,2021-02-24,40.666666666666664
Nevada,2021-02-24,40.8
Arizona,2021-02-24,40.690476190476204
Arkansas,2021-02-24,39.625000000000007
Kentucky,2021-02-24,47.166666666666664
Missouri,2021-02-24,33.75
Oklahoma,2021-02-24,38.600000000000009
Virginia,2021-02-24,41.222222222222221
New Jersey,2021-02-24,40.5
North Carolina,2021-02-24,45.857142857142854
Nebraska,2021-02-25,31.0
Rhode Island,2021-02-25,42.0
Vermont,2021-02-25,40.666666666666664
Iowa,2021-02-25,33.5
Utah,2021-02-25,39.333333333333329
Alabama,2021-02-25,47.5
Arkansas,2021-02-25,36.875
Maryland,2021-02-25,40.666666666666664
Michigan,2021-02-25,38.750000000000007
Oklahoma,2021-02-25,35.611111111111107
Louisiana,2021-02-25,25.5
Minnesota,2021-02-25,36.666666666666664
Wisconsin,2021-02-25,41.142857142857146
Connecticut,2021-02-25,39.5
Mississippi,2021-02-25,34.0
Pennsylvania,2021-02-25,38.260000000000005
Massachusetts,2021-02-25,39.249999999999993
West Virginia,2021-02-25,38.0
Alaska,2021-02-25,30.0
Delaware,2021-02-25,40.666666666666671
Hawaii,2021-02-25,34.0
Idaho,2021-02-25,36.333333333333336
District Of Columbia,2021-02-25,38.666666666666664
Maine,2021-02-25,39.583333333333336
Texas,2021-02-25,22.444444444444446
Nevada,2021-02-25,39.349999999999994
Arizona,2021-02-25,44.071428571428569
Florida,2021-02-25,42.172413793103445
Wyoming,2021-02-25,41.583333333333329
Illinois,2021-02-25,37.8
Missouri,2021-02-25,32.75
New York,2021-02-25,38.642857142857139
Virginia,2021-02-25,38.666666666666664
New Mexico,2021-02-25,38.800000000000004
Washington,2021-02-25,40.333333333333336
North Dakota,2021-02-25,35.777777777777779
South Dakota,2021-02-25,37.571428571428577
North Carolina,2021-02-25,47.571428571428577
South Carolina,2021-02-25,56.692307692307693
Puerto Rico,2021-02-25,28.0
Ohio,2021-02-25,38.666666666666664
Kansas,2021-02-25,31.888888888888889
Oregon,2021-02-25,32.5
Georgia,2021-02-25,49.5
Indiana,2021-02-25,35.868421052631575
Montana,2021-02-25,39.375
Colorado,2021-02-25,42.272727272727266
Kentucky,2021-02-25,39.333333333333336
Tennessee,2021-02-25,43.666666666666664
California,2021-02-25,38.9506172839506
New Jersey,2021-02-25,39.588235294117645
New Hampshire,2021-02-25,38.714285714285708
Hawaii,2021-02-26,31.0
Idaho,2021-02-26,38.666666666666664
Rhode Island,2021-02-26,41.0
Iowa,2021-02-26,39.5
Utah,2021-02-26,39.962962962962962
Texas,2021-02-26,21.694444444444446
Oregon,2021-02-26,30.5
Indiana,2021-02-26,33.46153846153846
Arkansas,2021-02-26,26.374999999999996
Illinois,2021-02-26,35.8
Oklahoma,2021-02-26,31.388888888888886
Minnesota,2021-02-26,37.333333333333336
Tennessee,2021-02-26,34.333333333333336
New Mexico,2021-02-26,43.1
Washington,2021-02-26,38.0
North Dakota,2021-02-26,34.888888888888886
South Dakota,2021-02-26,38.571428571428577
North Carolina,2021-02-26,37.428571428571431
Vermont,2021-02-26,41.333333333333336
Ohio,2021-02-26,34.333333333333336
Maine,2021-02-26,40.909090909090914
Nevada,2021-02-26,40.238095238095241
Alabama,2021-02-26,30.5
Arizona,2021-02-26,43.4047619047619
Montana,2021-02-26,38.875
Wyoming,2021-02-26,41.291666666666671
Maryland,2021-02-26,40.666666666666671
Michigan,2021-02-26,39.000000000000007
Missouri,2021-02-26,28.25
New York,2021-02-26,39.357142857142854
Virginia,2021-02-26,37.555555555555557
New Jersey,2021-02-26,38.764705882352949
Connecticut,2021-02-26,40.25
Mississippi,2021-02-26,29.5
West Virginia,2021-02-26,38.0
South Carolina,2021-02-26,34.692307692307693
Alaska,2021-02-26,30.5
Delaware,2021-02-26,37.833333333333336
Nebraska,2021-02-26,33.0
Puerto Rico,2021-02-26,27.0
District Of Columbia,2021-02-26,36.666666666666664
Kansas,2021-02-26,34.111111111111114
Florida,2021-02-26,42.526315789473685
Georgia,2021-02-26,29.5
Colorado,2021-02-26,43.382352941176478
Kentucky,2021-02-26,30.5
Louisiana,2021-02-26,26.636363636363637
Wisconsin,2021-02-26,42.428571428571431
California,2021-02-26,38.819875776397517
Pennsylvania,2021-02-26,37.980000000000004
Massachusetts,2021-02-26,39.125
New Hampshire,2021-02-26,39.285714285714285
Idaho,2021-02-27,38.666666666666664
Puerto Rico,2021-02-27,25.0
Texas,2021-02-27,21.097222222222229
Nevada,2021-02-27,41.80952380952381
Alabama,2021-02-27,26.5
Arizona,2021-02-27,45.928571428571423
Wyoming,2021-02-27,38.875
Maryland,2021-02-27,31.333333333333336
Michigan,2021-02-27,37.714285714285715
New York,2021-02-27,36.0
California,2021-02-27,39.832298136645939
New Mexico,2021-02-27,41.099999999999994
Connecticut,2021-02-27,34.25
Mississippi,2021-02-27,21.5
North Carolina,2021-02-27,26.428571428571431
South Carolina,2021-02-27,31.461538461538463
Hawaii,2021-02-27,31.0
Rhode Island,2021-02-27,39.0
Vermont,2021-02-27,41.0
District Of Columbia,2021-02-27,30.0
Ohio,2021-02-27,33.333333333333336
Utah,2021-02-27,38.592592592592595
Maine,2021-02-27,42.25
Oregon,2021-02-27,33.0
Georgia,2021-02-27,24.0
Arkansas,2021-02-27,23.75
Colorado,2021-02-27,43.000000000000007
Kentucky,2021-02-27,25.5
Missouri,2021-02-27,32.25
Oklahoma,2021-02-27,25.333333333333332
Virginia,2021-02-27,30.777777777777779
Tennessee,2021-02-27,21.666666666666668
North Dakota,2021-02-27,20.111111111111111
South Dakota,2021-02-27,30.857142857142858
West Virginia,2021-02-27,24.666666666666668
Alaska,2021-02-27,31.0
Delaware,2021-02-27,33.333333333333329
Nebraska,2021-02-27,28.0
Iowa,2021-02-27,39.5
Kansas,2021-02-27,36.222222222222221
Florida,2021-02-27,26.035714285714285
Indiana,2021-02-27,30.564102564102566
Montana,2021-02-27,31.0
Illinois,2021-02-27,36.4
Louisiana,2021-02-27,22.909090909090907
Minnesota,2021-02-27,29.0
Wisconsin,2021-02-27,40.142857142857146
New Jersey,2021-02-27,32.8235294117647
Washington,2021-02-27,37.666666666666664
Pennsylvania,2021-02-27,30.28
Massachusetts,2021-02-27,34.437500000000007
New Hampshire,2021-02-27,34.285714285714285
Alaska,2021-02-28,31.0
Nebraska,2021-02-28,20.75
Rhode Island,2021-02-28,34.5
District Of Columbia,2021-02-28,23.333333333333332
Ohio,2021-02-28,29.666666666666657
Utah,2021-02-28,38.518518518518526
Kansas,2021-02-28,31.888888888888886
Oregon,2021-02-28,36.0
Florida,2021-02-28,23.946428571428569
Wyoming,2021-02-28,40.916666666666664
Colorado,2021-02-28,42.999999999999993
Illinois,2021-02-28,25.657142857142855
New York,2021-02-28,35.241379310344833
Minnesota,2021-02-28,29.285714285714285
Tennessee,2021-02-28,28.227272727272727
Mississippi,2021-02-28,27.5
South Dakota,2021-02-28,33.714285714285715
Massachusetts,2021-02-28,34.733333333333341
North Carolina,2021-02-28,21.763157894736835
Delaware,2021-02-28,26.0
Hawaii,2021-02-28,34.0
Nevada,2021-02-28,40.761904761904759
Indiana,2021-02-28,29.53846153846154
Arkansas,2021-02-28,27.5
Kentucky,2021-02-28,28.241379310344829
Maryland,2021-02-28,19.277777777777782
Oklahoma,2021-02-28,32.368421052631568
Louisiana,2021-02-28,23.681818181818176
California,2021-02-28,39.618750000000006
New Jersey,2021-02-28,28.705882352941178
North Dakota,2021-02-28,30.555555555555557
Pennsylvania,2021-02-28,25.8
Idaho,2021-02-28,37.666666666666664
Vermont,2021-02-28,40.666666666666664
Puerto Rico,2021-02-28,26.0
Iowa,2021-02-28,22.521739130434781
Maine,2021-02-28,39.599999999999994
Texas,2021-02-28,25.541666666666671
Alabama,2021-02-28,22.75
Arizona,2021-02-28,44.930232558139544
Georgia,2021-02-28,18.875
Montana,2021-02-28,37.625
Michigan,2021-02-28,32.03448275862069
Missouri,2021-02-28,22.090909090909083
Virginia,2021-02-28,16.434782608695656
Wisconsin,2021-02-28,33.571428571428577
New Mexico,2021-02-28,41.7
Washington,2021-02-28,42.0
Connecticut,2021-02-28,32.25
New Hampshire,2021-02-28,36.583333333333329
West Virginia,2021-02-28,23.444444444444443
South Carolina,2021-02-28,24.428571428571431
Idaho,2021-03-01,37.0
Rhode Island,2021-03-01,38.666666666666664
Ohio,2021-03-01,34.816326530612237
Utah,2021-03-01,37.518518518518526
Kansas,2021-03-01,35.555555555555564
Nevada,2021-03-01,39.894736842105267
Alabama,2021-03-01,27.749999999999996
Georgia,2021-03-01,28.352941176470591
Indiana,2021-03-01,33.34210526315789
Wyoming,2021-03-01,38.958333333333329
Colorado,2021-03-01,40.18181818181818
Illinois,2021-03-01,34.25714285714286
New York,2021-03-01,37.000000000000007
Oklahoma,2021-03-01,36.947368421052637
Virginia,2021-03-01,33.95652173913043
Minnesota,2021-03-01,36.571428571428569
Tennessee,2021-03-01,30.409090909090907
California,2021-03-01,40.925000000000018
New Jersey,2021-03-01,35.941176470588232
Pennsylvania,2021-03-01,35.56
South Carolina,2021-03-01,32.285714285714278
Alaska,2021-03-01,24.0
Delaware,2021-03-01,35.166666666666671
Hawaii,2021-03-01,35.5
Nebraska,2021-03-01,27.5
Puerto Rico,2021-03-01,31.0
Iowa,2021-03-01,34.0
Maine,2021-03-01,37.333333333333329
Louisiana,2021-03-01,29.27272727272727
Wisconsin,2021-03-01,39.714285714285715
Connecticut,2021-03-01,37.583333333333329
South Dakota,2021-03-01,36.285714285714285
New Hampshire,2021-03-01,37.083333333333336
North Carolina,2021-03-01,35.184210526315795
Vermont,2021-03-01,38.0
District Of Columbia,2021-03-01,34.0
Texas,2021-03-01,30.208333333333332
Oregon,2021-03-01,18.5
Arizona,2021-03-01,46.511627906976734
Florida,2021-03-01,25.122807017543856
Montana,2021-03-01,34.500000000000007
Arkansas,2021-03-01,33.0
Kentucky,2021-03-01,31.482758620689655
Maryland,2021-03-01,35.777777777777771
Michigan,2021-03-01,37.749999999999993
Missouri,2021-03-01,34.590909090909093
New Mexico,2021-03-01,41.199999999999996
Washington,2021-03-01,38.666666666666664
Mississippi,2021-03-01,28.099999999999998
North Dakota,2021-03-01,28.875
Massachusetts,2021-03-01,36.266666666666666
West Virginia,2021-03-01,33.800000000000004
Alaska,2021-03-02,27.5
Delaware,2021-03-02,36.666666666666671
Idaho,2021-03-02,35.0
Kansas,2021-03-02,39.777777777777779
Nevada,2021-03-02,37.3
Alabama,2021-03-02,26.705882352941178
Georgia,2021-03-02,27.647058823529409
Indiana,2021-03-02,33.368421052631604
Wyoming,2021-03-02,38.708333333333329
Kentucky,2021-03-02,35.137931034482747
New York,2021-03-02,38.250000000000007
Oklahoma,2021-03-02,42.421052631578959
Tennessee,2021-03-02,34.13636363636364
California,2021-03-02,40.812500000000021
New Jersey,2021-03-02,36.687500000000007
Nebraska,2021-03-02,35.333333333333336
Vermont,2021-03-02,40.333333333333336
District Of Columbia,2021-03-02,37.666666666666664
Iowa,2021-03-02,34.956521739130437
Ohio,2021-03-02,34.22448979591838
Utah,2021-03-02,35.44444444444445
Maine,2021-03-02,38.46153846153846
Oregon,2021-03-02,22.5
Florida,2021-03-02,27.155172413793103
Arkansas,2021-03-02,34.75
Colorado,2021-03-02,37.968750000000007
Missouri,2021-03-02,39.022727272727273
Virginia,2021-03-02,37.434782608695656
Washington,2021-03-02,41.0
North Dakota,2021-03-02,34.25
South Dakota,2021-03-02,34.0
Massachusetts,2021-03-02,37.312500000000007
New Hampshire,2021-03-02,38.833333333333329
Hawaii,2021-03-02,37.5
Rhode Island,2021-03-02,40.0
Puerto Rico,2021-03-02,36.0
Texas,2021-03-02,37.849315068493155
Arizona,2021-03-02,49.767441860465134
Montana,2021-03-02,36.875
Illinois,2021-03-02,33.028571428571418
Maryland,2021-03-02,39.055555555555557
Michigan,2021-03-02,36.482758620689673
Louisiana,2021-03-02,31.68181818181818
Minnesota,2021-03-02,33.142857142857146
Wisconsin,2021-03-02,40.571428571428569
New Mexico,2021-03-02,42.05
Connecticut,2021-03-02,39.166666666666671
Mississippi,2021-03-02,29.6
Pennsylvania,2021-03-02,36.279999999999994
West Virginia,2021-03-02,36.3
North Carolina,2021-03-02,37.052631578947363
South Carolina,2021-03-02,31.533333333333331
Idaho,2021-03-03,36.0
Rhode Island,2021-03-03,39.333333333333336
Alaska,2021-03-03,28.0
Ohio,2021-03-03,37.448979591836725
Maine,2021-03-03,40.285714285714292
Kansas,2021-03-03,44.333333333333336
Georgia,2021-03-03,37.882352941176471
Wyoming,2021-03-03,41.0
Illinois,2021-03-03,37.388888888888879
New York,2021-03-03,36.249999999999993
Minnesota,2021-03-03,33.857142857142861
California,2021-03-03,38.13125
Washington,2021-03-03,35.0
Pennsylvania,2021-03-03,36.219999999999992
South Dakota,2021-03-03,33.857142857142854
New Hampshire,2021-03-03,37.916666666666664
South Carolina,2021-03-03,39.066666666666663
Hawaii,2021-03-03,38.0
Nebraska,2021-03-03,30.0
Vermont,2021-03-03,37.0
District Of Columbia,2021-03-03,37.666666666666664
Utah,2021-03-03,37.285714285714285
Texas,2021-03-03,44.753424657534225
Oregon,2021-03-03,23.0
Alabama,2021-03-03,39.64705882352942
Arizona,2021-03-03,41.302325581395351
Indiana,2021-03-03,37.605263157894733
Montana,2021-03-03,39.75
Arkansas,2021-03-03,44.75
Colorado,2021-03-03,39.382352941176471
Michigan,2021-03-03,37.206896551724135
Virginia,2021-03-03,39.391304347826093
Louisiana,2021-03-03,37.36363636363636
Massachusetts,2021-03-03,37.06666666666667
Delaware,2021-03-03,37.666666666666664
Puerto Rico,2021-03-03,33.0
Iowa,2021-03-03,36.913043478260875
Nevada,2021-03-03,41.15
Florida,2021-03-03,30.431034482758619
Kentucky,2021-03-03,40.821428571428577
Maryland,2021-03-03,38.94444444444445
Missouri,2021-03-03,44.340909090909093
Oklahoma,2021-03-03,48.631578947368418
Tennessee,2021-03-03,41.272727272727273
Wisconsin,2021-03-03,39.285714285714285
New Jersey,2021-03-03,35.588235294117645
New Mexico,2021-03-03,41.349999999999994
Connecticut,2021-03-03,37.916666666666664
Mississippi,2021-03-03,38.3
North Dakota,2021-03-03,32.125
West Virginia,2021-03-03,38.599999999999994
North Carolina,2021-03-03,42.236842105263165
Rhode Island,2021-03-04,39.666666666666664
Vermont,2021-03-04,40.0
Iowa,2021-03-04,37.666666666666671
Texas,2021-03-04,50.986301369863
Nevada,2021-03-04,46.4
Oregon,2021-03-04,29.0
Arizona,2021-03-04,47.093023255813954
Indiana,2021-03-04,35.421052631578938
Wyoming,2021-03-04,40.833333333333336
Arkansas,2021-03-04,47.0
Wisconsin,2021-03-04,37.428571428571431
California,2021-03-04,41.937499999999972
Mississippi,2021-03-04,44.5
Idaho,2021-03-04,40.666666666666664
Puerto Rico,2021-03-04,25.0
Alaska,2021-03-04,40.0
Alabama,2021-03-04,44.3
Florida,2021-03-04,43.894736842105274
Colorado,2021-03-04,39.764705882352942
Illinois,2021-03-04,35.756756756756758
Kentucky,2021-03-04,39.482758620689644
Maryland,2021-03-04,38.777777777777786
Michigan,2021-03-04,35.448275862068982
Missouri,2021-03-04,50.045454545454533
Oklahoma,2021-03-04,62.78947368421052
Virginia,2021-03-04,40.478260869565212
Louisiana,2021-03-04,42.9090909090909
Minnesota,2021-03-04,35.714285714285722
Tennessee,2021-03-04,44.772727272727273
New Mexico,2021-03-04,42.421052631578952
Washington,2021-03-04,37.75
North Dakota,2021-03-04,31.875
Massachusetts,2021-03-04,38.06666666666667
West Virginia,2021-03-04,36.111111111111114
North Carolina,2021-03-04,45.210526315789473
South Carolina,2021-03-04,45.600000000000009
Delaware,2021-03-04,36.833333333333336
Hawaii,2021-03-04,34.0
Nebraska,2021-03-04,38.75
District Of Columbia,2021-03-04,38.333333333333336
Ohio,2021-03-04,33.408163265306122
Utah,2021-03-04,38.357142857142854
Maine,2021-03-04,39.714285714285708
Kansas,2021-03-04,56.555555555555557
Georgia,2021-03-04,44.944444444444443
Montana,2021-03-04,37.375
New York,2021-03-04,37.785714285714285
New Jersey,2021-03-04,35.705882352941188
Connecticut,2021-03-04,38.583333333333343
Pennsylvania,2021-03-04,34.452830188679243
South Dakota,2021-03-04,38.0
New Hampshire,2021-03-04,39.833333333333343
Hawaii,2021-03-05,32.0
Vermont,2021-03-05,39.666666666666664
District Of Columbia,2021-03-05,38.0
Iowa,2021-03-05,33.958333333333343
Montana,2021-03-05,37.125
Colorado,2021-03-05,42.794117647058819
Kentucky,2021-03-05,36.172413793103445
Maryland,2021-03-05,38.555555555555557
Louisiana,2021-03-05,41.4090909090909
Minnesota,2021-03-05,34.357142857142861
New Jersey,2021-03-05,37.882352941176471
Mississippi,2021-03-05,40.4
North Dakota,2021-03-05,30.625
Pennsylvania,2021-03-05,36.846153846153847
South Dakota,2021-03-05,37.714285714285715
Massachusetts,2021-03-05,39.266666666666666
South Carolina,2021-03-05,41.733333333333327
Puerto Rico,2021-03-05,22.0
Alaska,2021-03-05,41.0
Utah,2021-03-05,40.785714285714285
Georgia,2021-03-05,42.1111111111111
Michigan,2021-03-05,37.551724137931025
New York,2021-03-05,39.464285714285722
Oklahoma,2021-03-05,35.368421052631589
Washington,2021-03-05,40.75
New Hampshire,2021-03-05,38.333333333333336
Delaware,2021-03-05,38.166666666666664
Idaho,2021-03-05,43.0
Nebraska,2021-03-05,33.75
Rhode Island,2021-03-05,42.666666666666664
Ohio,2021-03-05,36.420000000000009
Maine,2021-03-05,34.933333333333337
Texas,2021-03-05,37.328767123287662
Kansas,2021-03-05,35.555555555555557
Nevada,2021-03-05,44.476190476190474
Oregon,2021-03-05,29.5
Alabama,2021-03-05,40.900000000000006
Arizona,2021-03-05,47.581395348837212
Florida,2021-03-05,50.228070175438617
Indiana,2021-03-05,35.405405405405411
Wyoming,2021-03-05,42.333333333333329
Arkansas,2021-03-05,31.375000000000004
Illinois,2021-03-05,36.416666666666679
Missouri,2021-03-05,35.159090909090914
Virginia,2021-03-05,39.13636363636364
Tennessee,2021-03-05,37.227272727272734
Wisconsin,2021-03-05,39.0
California,2021-03-05,43.176100628930811
New Mexico,2021-03-05,42.263157894736842
Connecticut,2021-03-05,40.25
West Virginia,2021-03-05,37.666666666666664
North Carolina,2021-03-05,40.631578947368425
Vermont,2021-03-06,36.666666666666664
Utah,2021-03-06,39.892857142857132
Maine,2021-03-06,36.333333333333329
Kansas,2021-03-06,44.55555555555555
Alabama,2021-03-06,43.55
Georgia,2021-03-06,39.388888888888893
Arkansas,2021-03-06,43.125000000000007
New York,2021-03-06,35.678571428571423
Louisiana,2021-03-06,38.909090909090921
Wisconsin,2021-03-06,40.0
New Jersey,2021-03-06,35.1764705882353
New Mexico,2021-03-06,46.263157894736828
Washington,2021-03-06,36.25
Mississippi,2021-03-06,42.7
North Dakota,2021-03-06,37.125
South Dakota,2021-03-06,40.428571428571431
Massachusetts,2021-03-06,35.866666666666667
New Hampshire,2021-03-06,36.166666666666671
West Virginia,2021-03-06,37.777777777777779
South Carolina,2021-03-06,39.933333333333337
Delaware,2021-03-06,36.333333333333329
Nebraska,2021-03-06,46.0
Puerto Rico,2021-03-06,23.0
Alaska,2021-03-06,35.0
Iowa,2021-03-06,41.666666666666671
Ohio,2021-03-06,37.559999999999995
Nevada,2021-03-06,46.61904761904762
Arizona,2021-03-06,52.720930232558146
Florida,2021-03-06,39.10526315789474
Indiana,2021-03-06,38.5945945945946
Illinois,2021-03-06,39.222222222222214
Kentucky,2021-03-06,39.689655172413794
Oklahoma,2021-03-06,42.368421052631575
Minnesota,2021-03-06,38.666666666666664
Tennessee,2021-03-06,42.090909090909086
Connecticut,2021-03-06,36.083333333333336
North Carolina,2021-03-06,42.315789473684205
Hawaii,2021-03-06,31.0
Idaho,2021-03-06,38.666666666666664
Rhode Island,2021-03-06,38.333333333333336
District Of Columbia,2021-03-06,39.333333333333336
Texas,2021-03-06,40.712328767123275
Oregon,2021-03-06,30.5
Montana,2021-03-06,36.375
Wyoming,2021-03-06,42.875
Colorado,2021-03-06,43.411764705882355
Maryland,2021-03-06,39.277777777777779
Michigan,2021-03-06,38.275862068965516
Missouri,2021-03-06,44.186046511627907
Virginia,2021-03-06,39.72727272727272
California,2021-03-06,39.72611464968152
Pennsylvania,2021-03-06,35.4705882352941
Delaware,2021-03-07,38.666666666666664
Hawaii,2021-03-07,32.0
Puerto Rico,2021-03-07,22.0
Alaska,2021-03-07,40.0
Texas,2021-03-07,47.205479452054796
Oregon,2021-03-07,36.0
Alabama,2021-03-07,45.500000000000007
Arizona,2021-03-07,55.000000000000007
Florida,2021-03-07,45.333333333333336
Georgia,2021-03-07,44.499999999999993
Wyoming,2021-03-07,48.666666666666657
Kentucky,2021-03-07,42.34482758620689
Maryland,2021-03-07,41.166666666666671
Michigan,2021-03-07,39.931034482758626
New York,2021-03-07,38.071428571428569
California,2021-03-07,37.095541401273891
New Jersey,2021-03-07,38.1764705882353
New Mexico,2021-03-07,50.10526315789474
Connecticut,2021-03-07,38.636363636363633
Mississippi,2021-03-07,47.1
Pennsylvania,2021-03-07,38.411764705882355
South Dakota,2021-03-07,40.285714285714285
Idaho,2021-03-07,37.0
Iowa,2021-03-07,40.874999999999993
Ohio,2021-03-07,39.26
Utah,2021-03-07,42.642857142857132
Maine,2021-03-07,34.933333333333337
Indiana,2021-03-07,39.638888888888893
Illinois,2021-03-07,41.0
Missouri,2021-03-07,44.999999999999993
Oklahoma,2021-03-07,43.94736842105263
Louisiana,2021-03-07,45.409090909090907
Minnesota,2021-03-07,38.466666666666676
Wisconsin,2021-03-07,40.714285714285715
West Virginia,2021-03-07,40.111111111111114
North Carolina,2021-03-07,44.736842105263165
Nebraska,2021-03-07,42.5
Rhode Island,2021-03-07,38.333333333333336
Vermont,2021-03-07,38.666666666666664
District Of Columbia,2021-03-07,40.666666666666664
Kansas,2021-03-07,42.55555555555555
Nevada,2021-03-07,45.380952380952387
Montana,2021-03-07,40.875
Arkansas,2021-03-07,45.0
Colorado,2021-03-07,45.117647058823536
Virginia,2021-03-07,40.409090909090907
Tennessee,2021-03-07,47.818181818181813
Washington,2021-03-07,39.75
North Dakota,2021-03-07,37.625
Massachusetts,2021-03-07,35.733333333333334
New Hampshire,2021-03-07,36.916666666666671
South Carolina,2021-03-07,44.066666666666663
Hawaii,2021-03-08,23.0
Rhode Island,2021-03-08,39.333333333333336
Alaska,2021-03-08,43.0
Nevada,2021-03-08,45.249999999999993
Oregon,2021-03-08,31.0
Georgia,2021-03-08,47.166666666666671
Indiana,2021-03-08,45.428571428571423
Illinois,2021-03-08,43.756756756756751
Kentucky,2021-03-08,46.62068965517242
Missouri,2021-03-08,46.97674418604651
Virginia,2021-03-08,43.045454545454554
Wisconsin,2021-03-08,43.000000000000007
New Jersey,2021-03-08,40.294117647058833
Pennsylvania,2021-03-08,39.0
Idaho,2021-03-08,35.666666666666664
Nebraska,2021-03-08,43.75
Vermont,2021-03-08,43.333333333333336
Puerto Rico,2021-03-08,22.0
District Of Columbia,2021-03-08,40.333333333333336
Iowa,2021-03-08,41.708333333333329
Ohio,2021-03-08,44.059999999999995
Utah,2021-03-08,44.392857142857139
Texas,2021-03-08,49.328767123287676
Arizona,2021-03-08,53.697674418604656
Oklahoma,2021-03-08,61.789473684210527
Tennessee,2021-03-08,46.272727272727273
Connecticut,2021-03-08,41.833333333333336
North Dakota,2021-03-08,38.375
South Dakota,2021-03-08,41.714285714285715
Massachusetts,2021-03-08,37.666666666666664
West Virginia,2021-03-08,41.444444444444443
North Carolina,2021-03-08,45.184210526315788
